epoch,avg_d_loss,avg_g_loss,avg_d_real_prob,avg_d_fake_prob
44,0.9460567708453561,1.6242204955500414,0.6497732556273794,0.2485886641547211
45,0.962397867670426,1.6681914412313037,0.6474873092439439,0.2515202186301223
46,0.9586259848796405,1.6390469565860226,0.6472256350466329,0.2514142463556849
47,0.9504326517001177,1.6616550068824718,0.6495029888091943,0.24907800246380332
48,0.9587998981149788,1.622007262885061,0.6472076176323442,0.25161746689556247
49,0.9634665273703061,1.652723640585557,0.6460371845935144,0.25298696839147145
50,0.9611519407003354,1.6425210893408866,0.6470335980192718,0.25119805734795636
51,0.9637043609833106,1.6247544961097913,0.6460486424083893,0.2524807401256174
52,0.9617078967838206,1.6311658545691743,0.6459906794703923,0.252603231364081
53,0.9650780117919302,1.6052210271103768,0.6449905415503387,0.2541755356499527
54,0.9641374685825446,1.6049048215405555,0.6461072090981353,0.25229832080280423
55,0.9730288048839977,1.6046684613594642,0.6433453941319742,0.25539900531244075
56,0.9797584503634363,1.6046976648334763,0.6399923033184476,0.2588323591929725
57,0.9811004190108715,1.5815687853301692,0.6389693648387225,0.2593030387806332
58,0.9752825647592545,1.6132976532491863,0.6418628504133632,0.25726365235148585
59,0.9740589811251714,1.5912825062743619,0.641308185700168,0.2571294584239905
60,0.977897582273198,1.597383982095963,0.6396891661943533,0.25935235044831395
61,0.9930195444160037,1.5775172334705663,0.6370967873650738,0.26201829210751587
62,0.9826321381534266,1.583551271348937,0.6372695970866415,0.26117835255960625
63,0.9878521118408594,1.5547456776993906,0.635680141675676,0.2630816760003312
64,0.996550999645494,1.5666297102331097,0.63461862408962,0.2639981054056149
65,0.988409768185045,1.5541350901381583,0.634375835967879,0.26498745329295975
66,1.0072575466245668,1.5371013048112903,0.6293222868544424,0.26944904503786665
67,0.9935143294497433,1.5683154075318932,0.6336439522540468,0.2653260705435378
68,0.9941096490519679,1.5650287553285942,0.6332132997803199,0.2654541939672114
69,1.0095037882908797,1.55428995217523,0.6298808737570404,0.2693260785860893
70,0.9984569261726152,1.5446769651184735,0.6313265376111381,0.267184739980178
71,1.0040749157341118,1.5474443917091076,0.6301638697966551,0.26811758261651564
72,1.0015853041002893,1.5500199320988777,0.6304384076442474,0.26863902111529797
73,1.0159242190102227,1.5283121169887037,0.6259761959569067,0.2726226397591014
74,1.0056594307096596,1.5155038907487168,0.6291453834527578,0.26995629555362666
75,1.0149547177502232,1.51282807203949,0.6256706256769661,0.2736562590759534
76,1.0060779945208476,1.5206904250841875,0.6278456688309327,0.27088134756518734
77,1.015796739448849,1.5220870764082313,0.6246595143889769,0.27412674975637186
78,1.0060123147872777,1.5100754118627973,0.6289199837125264,0.2704619101415842
79,1.0157725965110664,1.5089171367068577,0.6247462662748802,0.2742685320444851
80,1.0182016596325443,1.5088528032995696,0.6244768804719305,0.27459168445287097
